"","x"
"1",0.00642753392470158
"2",0.00642753392470158
"3",0.00642753392470158
"4",0.00642753392470158
"5",0.00642753392470158
"6",0.00642753392470158
"7",0.00642753392470158
"8",0.00642753392470158
"9",0.00642753392470158
"10",0.00642753392470158
"11",0.00642753392470158
"12",0.00642753392470158
"13",0.00727513720987878
"14",0.00727513720987878
"15",0.00727513720987878
"16",0.00727513720987878
"17",0.00727513720987878
"18",0.00727513720987878
"19",0.00727513720987878
"20",0.00727513720987878
"21",0.00727513720987878
"22",0.00727513720987878
"23",0.00727513720987878
"24",0.00727513720987878
"25",0.00695189351372848
"26",0.00695189351372848
"27",0.00695189351372848
"28",0.00695189351372848
"29",0.00695189351372848
"30",0.00695189351372848
"31",0.00695189351372848
"32",0.00695189351372848
"33",0.00695189351372848
"34",0.00695189351372848
"35",0.00695189351372848
"36",0.00695189351372848
"37",0.00741040307581319
"38",0.00741040307581319
"39",0.00741040307581319
"40",0.00741040307581319
"41",0.00741040307581319
"42",0.00741040307581319
"43",0.00741040307581319
"44",0.00741040307581319
"45",0.00741040307581319
"46",0.00741040307581319
"47",0.00741040307581319
"48",0.00741040307581319
"49",0.00673287302349771
"50",0.00673287302349771
"51",0.00673287302349771
"52",0.00673287302349771
"53",0.00673287302349771
"54",0.00673287302349771
"55",0.00673287302349771
"56",0.00673287302349771
"57",0.00673287302349771
"58",0.00673287302349771
"59",0.00673287302349771
"60",0.00673287302349771
"61",0.00761778311562632
"62",0.00761778311562632
"63",0.00761778311562632
"64",0.00761778311562632
"65",0.00761778311562632
"66",0.00761778311562632
"67",0.00761778311562632
"68",0.00761778311562632
"69",0.00761778311562632
"70",0.00761778311562632
"71",0.00761778311562632
"72",0.00761778311562632
"73",0.00688754828128122
"74",0.00688754828128122
"75",0.00688754828128122
"76",0.00688754828128122
"77",0.00688754828128122
"78",0.00688754828128122
"79",0.00688754828128122
"80",0.00688754828128122
"81",0.00688754828128122
"82",0.00688754828128122
"83",0.00688754828128122
"84",0.00688754828128122
"85",0.00805421838171642
"86",0.00805421838171642
"87",0.00805421838171642
"88",0.00805421838171642
"89",0.00805421838171642
"90",0.00805421838171642
"91",0.00805421838171642
"92",0.00805421838171642
"93",0.00805421838171642
"94",0.00805421838171642
"95",0.00805421838171642
"96",0.00805421838171642
"97",0.00682609887021349
"98",0.00682609887021349
"99",0.00682609887021349
"100",0.00682609887021349
"101",0.00682609887021349
"102",0.00682609887021349
"103",0.00682609887021349
"104",0.00682609887021349
"105",0.00682609887021349
"106",0.00682609887021349
"107",0.00682609887021349
"108",0.00682609887021349
"109",0.0082680181850056
"110",0.0082680181850056
"111",0.0082680181850056
"112",0.0082680181850056
"113",0.0082680181850056
"114",0.0082680181850056
"115",0.0082680181850056
"116",0.0082680181850056
"117",0.0082680181850056
"118",0.0082680181850056
"119",0.0082680181850056
"120",0.0082680181850056
"121",0.00646460500809093
"122",0.00646460500809093
"123",0.00646460500809093
"124",0.00646460500809093
"125",0.00646460500809093
"126",0.00646460500809093
"127",0.00646460500809093
"128",0.00646460500809093
"129",0.00646460500809093
"130",0.00646460500809093
"131",0.00646460500809093
"132",0.00646460500809093
"133",0.0082391725468222
"134",0.0082391725468222
"135",0.0082391725468222
"136",0.0082391725468222
"137",0.0082391725468222
"138",0.0082391725468222
"139",0.0082391725468222
"140",0.0082391725468222
"141",0.0082391725468222
"142",0.0082391725468222
"143",0.0082391725468222
"144",0.0082391725468222
"145",0.00686869337769101
"146",0.00686869337769101
"147",0.00686869337769101
"148",0.00686869337769101
"149",0.00686869337769101
"150",0.00686869337769101
"151",0.00686869337769101
"152",0.00686869337769101
"153",0.00686869337769101
"154",0.00686869337769101
"155",0.00686869337769101
"156",0.00686869337769101
"157",0.00789076042765925
"158",0.00789076042765925
"159",0.00789076042765925
"160",0.00789076042765925
"161",0.00789076042765925
"162",0.00789076042765925
"163",0.00789076042765925
"164",0.00789076042765925
"165",0.00789076042765925
"166",0.00789076042765925
"167",0.00789076042765925
"168",0.00789076042765925
"169",0.0067969831161004
"170",0.0067969831161004
"171",0.0067969831161004
"172",0.0067969831161004
"173",0.0067969831161004
"174",0.0067969831161004
"175",0.0067969831161004
"176",0.0067969831161004
"177",0.0067969831161004
"178",0.0067969831161004
"179",0.0067969831161004
"180",0.0067969831161004
"181",0.00791707836464745
"182",0.00791707836464745
"183",0.00791707836464745
"184",0.00791707836464745
"185",0.00791707836464745
"186",0.00791707836464745
"187",0.00791707836464745
"188",0.00791707836464745
"189",0.00791707836464745
"190",0.00791707836464745
"191",0.00791707836464745
"192",0.00791707836464745
"193",0.00719387237524799
"194",0.00719387237524799
"195",0.00719387237524799
"196",0.00719387237524799
"197",0.00719387237524799
"198",0.00719387237524799
"199",0.00719387237524799
"200",0.00719387237524799
"201",0.00719387237524799
"202",0.00719387237524799
"203",0.00719387237524799
"204",0.00719387237524799
"205",0.00835029982660487
"206",0.00835029982660487
"207",0.00835029982660487
"208",0.00835029982660487
"209",0.00835029982660487
"210",0.00835029982660487
"211",0.00835029982660487
"212",0.00835029982660487
"213",0.00835029982660487
"214",0.00835029982660487
"215",0.00835029982660487
"216",0.00835029982660487
"217",0.00726679795767532
"218",0.00726679795767532
"219",0.00726679795767532
"220",0.00726679795767532
"221",0.00726679795767532
"222",0.00726679795767532
"223",0.00726679795767532
"224",0.00726679795767532
"225",0.00726679795767532
"226",0.00726679795767532
"227",0.00726679795767532
"228",0.00726679795767532
"229",0.0084338266504079
"230",0.0084338266504079
"231",0.0084338266504079
"232",0.0084338266504079
"233",0.0084338266504079
"234",0.0084338266504079
"235",0.0084338266504079
"236",0.0084338266504079
"237",0.0084338266504079
"238",0.0084338266504079
"239",0.0084338266504079
"240",0.0084338266504079
"241",0.00756383868161553
"242",0.00756383868161553
"243",0.00756383868161553
"244",0.00756383868161553
"245",0.00756383868161553
"246",0.00756383868161553
"247",0.00756383868161553
"248",0.00756383868161553
"249",0.00756383868161553
"250",0.00756383868161553
"251",0.00756383868161553
"252",0.00756383868161553
"253",0.00835661359526185
"254",0.00835661359526185
"255",0.00835661359526185
"256",0.00835661359526185
"257",0.00835661359526185
"258",0.00835661359526185
"259",0.00835661359526185
"260",0.00835661359526185
"261",0.00835661359526185
"262",0.00835661359526185
"263",0.00835661359526185
"264",0.00835661359526185
"265",0.00763076688689701
"266",0.00763076688689701
"267",0.00763076688689701
"268",0.00763076688689701
"269",0.00763076688689701
"270",0.00763076688689701
"271",0.00763076688689701
"272",0.00763076688689701
"273",0.00763076688689701
"274",0.00763076688689701
"275",0.00763076688689701
"276",0.00763076688689701
"277",0.00806358722110964
"278",0.00806358722110964
"279",0.00806358722110964
"280",0.00806358722110964
"281",0.00806358722110964
"282",0.00806358722110964
"283",0.00806358722110964
"284",0.00806358722110964
"285",0.00806358722110964
"286",0.00806358722110964
"287",0.00806358722110964
"288",0.00806358722110964
"289",0.00738510103337603
"290",0.00738510103337603
"291",0.00738510103337603
"292",0.00738510103337603
"293",0.00738510103337603
"294",0.00738510103337603
"295",0.00738510103337603
"296",0.00738510103337603
"297",0.00738510103337603
"298",0.00738510103337603
"299",0.00738510103337603
"300",0.00738510103337603
"301",0.00838487041461949
"302",0.00838487041461949
"303",0.00838487041461949
"304",0.00838487041461949
"305",0.00838487041461949
"306",0.00838487041461949
"307",0.00838487041461949
"308",0.00838487041461949
"309",0.00838487041461949
"310",0.00838487041461949
"311",0.00838487041461949
"312",0.00838487041461949
"313",0.00740151213568227
"314",0.00740151213568227
"315",0.00740151213568227
"316",0.00740151213568227
"317",0.00740151213568227
"318",0.00740151213568227
"319",0.00740151213568227
"320",0.00740151213568227
"321",0.00740151213568227
"322",0.00740151213568227
"323",0.00740151213568227
"324",0.00740151213568227
"325",0.00895753553088
"326",0.00895753553088
"327",0.00895753553088
"328",0.00895753553088
"329",0.00895753553088
"330",0.00895753553088
"331",0.00895753553088
"332",0.00895753553088
"333",0.00895753553088
"334",0.00895753553088
"335",0.00895753553088
"336",0.00895753553088
"337",0.00793444795024026
"338",0.00793444795024026
"339",0.00793444795024026
"340",0.00793444795024026
"341",0.00793444795024026
"342",0.00793444795024026
"343",0.00793444795024026
"344",0.00793444795024026
"345",0.00793444795024026
"346",0.00793444795024026
"347",0.00793444795024026
"348",0.00793444795024026
"349",0.0088372322403838
"350",0.0088372322403838
"351",0.0088372322403838
"352",0.0088372322403838
"353",0.0088372322403838
"354",0.0088372322403838
"355",0.0088372322403838
"356",0.0088372322403838
"357",0.0088372322403838
"358",0.0088372322403838
"359",0.0088372322403838
"360",0.0088372322403838
"361",0.00796050313141713
"362",0.00796050313141713
"363",0.00796050313141713
"364",0.00796050313141713
"365",0.00796050313141713
"366",0.00796050313141713
"367",0.00796050313141713
"368",0.00796050313141713
"369",0.00796050313141713
"370",0.00796050313141713
"371",0.00796050313141713
"372",0.00796050313141713
"373",0.00901254864709108
"374",0.00901254864709108
"375",0.00901254864709108
"376",0.00901254864709108
"377",0.00901254864709108
"378",0.00901254864709108
"379",0.00901254864709108
"380",0.00901254864709108
"381",0.00901254864709108
"382",0.00901254864709108
"383",0.00901254864709108
"384",0.00901254864709108
"385",0.00781371140827924
"386",0.00781371140827924
"387",0.00781371140827924
"388",0.00781371140827924
"389",0.00781371140827924
"390",0.00781371140827924
"391",0.00781371140827924
"392",0.00781371140827924
"393",0.00781371140827924
"394",0.00781371140827924
"395",0.00781371140827924
"396",0.00781371140827924
"397",0.00942448311010347
"398",0.00942448311010347
"399",0.00942448311010347
"400",0.00942448311010347
"401",0.00942448311010347
"402",0.00942448311010347
"403",0.00942448311010347
"404",0.00942448311010347
"405",0.00942448311010347
"406",0.00942448311010347
"407",0.00942448311010347
"408",0.00942448311010347
"409",0.00848947958196455
"410",0.00848947958196455
"411",0.00848947958196455
"412",0.00848947958196455
"413",0.00848947958196455
"414",0.00848947958196455
"415",0.00848947958196455
"416",0.00848947958196455
"417",0.00848947958196455
"418",0.00848947958196455
"419",0.00848947958196455
"420",0.00848947958196455
"421",0.00922428839908462
"422",0.00922428839908462
"423",0.00922428839908462
"424",0.00922428839908462
"425",0.00922428839908462
"426",0.00922428839908462
"427",0.00922428839908462
"428",0.00922428839908462
"429",0.00922428839908462
"430",0.00922428839908462
"431",0.00922428839908462
"432",0.00922428839908462
"433",0.00816438358465782
"434",0.00816438358465782
"435",0.00816438358465782
"436",0.00816438358465782
"437",0.00816438358465782
"438",0.00816438358465782
"439",0.00816438358465782
"440",0.00816438358465782
"441",0.00816438358465782
"442",0.00816438358465782
"443",0.00816438358465782
"444",0.00816438358465782
"445",0.00902126071260967
"446",0.00902126071260967
"447",0.00902126071260967
"448",0.00902126071260967
"449",0.00902126071260967
"450",0.00902126071260967
"451",0.00902126071260967
"452",0.00902126071260967
"453",0.00902126071260967
"454",0.00902126071260967
"455",0.00902126071260967
"456",0.00902126071260967
"457",0.00813986786257614
"458",0.00813986786257614
"459",0.00813986786257614
"460",0.00813986786257614
"461",0.00813986786257614
"462",0.00813986786257614
"463",0.00813986786257614
"464",0.00813986786257614
"465",0.00813986786257614
"466",0.00813986786257614
"467",0.00813986786257614
"468",0.00813986786257614
"469",0.00936847047742362
"470",0.00936847047742362
"471",0.00936847047742362
"472",0.00936847047742362
"473",0.00936847047742362
"474",0.00936847047742362
"475",0.00936847047742362
"476",0.00936847047742362
"477",0.00936847047742362
"478",0.00936847047742362
"479",0.00936847047742362
"480",0.00936847047742362
"481",0.00865778736386025
"482",0.00865778736386025
"483",0.00865778736386025
"484",0.00865778736386025
"485",0.00865778736386025
"486",0.00865778736386025
"487",0.00865778736386025
"488",0.00865778736386025
"489",0.00865778736386025
"490",0.00865778736386025
"491",0.00865778736386025
"492",0.00865778736386025
"493",0.00890071756474731
"494",0.00890071756474731
"495",0.00890071756474731
"496",0.00890071756474731
"497",0.00890071756474731
"498",0.00890071756474731
"499",0.00890071756474731
"500",0.00890071756474731
"501",0.00890071756474731
"502",0.00890071756474731
"503",0.00890071756474731
"504",0.00890071756474731
"505",0.0081443986643967
"506",0.0081443986643967
"507",0.0081443986643967
"508",0.0081443986643967
"509",0.0081443986643967
"510",0.0081443986643967
"511",0.0081443986643967
"512",0.0081443986643967
"513",0.0081443986643967
"514",0.0081443986643967
"515",0.0081443986643967
"516",0.0081443986643967
"517",0.00978522661599845
"518",0.00978522661599845
"519",0.00978522661599845
"520",0.00978522661599845
"521",0.00978522661599845
"522",0.00978522661599845
"523",0.00978522661599845
"524",0.00978522661599845
"525",0.00978522661599845
"526",0.00978522661599845
"527",0.00978522661599845
"528",0.00978522661599845
"529",0.00842252063097676
"530",0.00842252063097676
"531",0.00842252063097676
"532",0.00842252063097676
"533",0.00842252063097676
"534",0.00842252063097676
"535",0.00842252063097676
"536",0.00842252063097676
"537",0.00842252063097676
"538",0.00842252063097676
"539",0.00842252063097676
"540",0.00842252063097676
"541",0.00986070145209772
"542",0.00986070145209772
"543",0.00986070145209772
"544",0.00986070145209772
"545",0.00986070145209772
"546",0.00986070145209772
"547",0.00986070145209772
"548",0.00986070145209772
"549",0.00986070145209772
"550",0.00986070145209772
"551",0.00986070145209772
"552",0.00986070145209772
"553",0.00826442875188133
"554",0.00826442875188133
"555",0.00826442875188133
"556",0.00826442875188133
"557",0.00826442875188133
